character,codepoint,unicode_name,unicode_category,count,is_sinhala_block,is_whitespace,font_has_codepoint
玄,U+7384,CJK UNIFIED IDEOGRAPH-7384,Lo,1,False,False,False
裵,U+88F5,CJK UNIFIED IDEOGRAPH-88F5,Lo,1,False,False,False
儒,U+5112,CJK UNIFIED IDEOGRAPH-5112,Lo,1,False,False,False
裔,U+88D4,CJK UNIFIED IDEOGRAPH-88D4,Lo,1,False,False,False
弓,U+5F13,CJK UNIFIED IDEOGRAPH-5F13,Lo,1,False,False,False
צ,U+05E6,HEBREW LETTER TSADI,Lo,1,False,False,False
ץ,U+05E5,HEBREW LETTER FINAL TSADI,Lo,1,False,False,False
ף,U+05E3,HEBREW LETTER FINAL PE,Lo,1,False,False,False
豆,U+8C46,CJK UNIFIED IDEOGRAPH-8C46,Lo,1,False,False,False
鑒,U+9452,CJK UNIFIED IDEOGRAPH-9452,Lo,1,False,False,False
刀,U+5200,CJK UNIFIED IDEOGRAPH-5200,Lo,1,False,False,False
布,U+5E03,CJK UNIFIED IDEOGRAPH-5E03,Lo,1,False,False,False
鐓,U+9413,CJK UNIFIED IDEOGRAPH-9413,Lo,1,False,False,False
銭,U+92AD,CJK UNIFIED IDEOGRAPH-92AD,Lo,1,False,False,False
風,U+98A8,CJK UNIFIED IDEOGRAPH-98A8,Lo,1,False,False,False
図,U+56F3,CJK UNIFIED IDEOGRAPH-56F3,Lo,1,False,False,False
徹,U+5FB9,CJK UNIFIED IDEOGRAPH-5FB9,Lo,1,False,False,False
٥,U+0665,ARABIC-INDIC DIGIT FIVE,Nd,1,False,False,False
ὀ,U+1F40,GREEK SMALL LETTER OMICRON WITH PSILI,Ll,1,False,False,False
㎜,U+339C,SQUARE MM,So,1,False,False,False
⶯,U+2DAF,UNNAMED,Cn,1,False,False,False
Ⓡ,U+24C7,CIRCLED LATIN CAPITAL LETTER R,So,1,False,False,False
⎼,U+23BC,HORIZONTAL SCAN LINE-7,So,1,False,False,False
媛,U+5A9B,CJK UNIFIED IDEOGRAPH-5A9B,Lo,1,False,False,False
容,U+5BB9,CJK UNIFIED IDEOGRAPH-5BB9,Lo,1,False,False,False
尽,U+5C3D,CJK UNIFIED IDEOGRAPH-5C3D,Lo,1,False,False,False
果,U+679C,CJK UNIFIED IDEOGRAPH-679C,Lo,1,False,False,False
狼,U+72FC,CJK UNIFIED IDEOGRAPH-72FC,Lo,1,False,False,False
蒼,U+84BC,CJK UNIFIED IDEOGRAPH-84BC,Lo,1,False,False,False
羊,U+7F8A,CJK UNIFIED IDEOGRAPH-7F8A,Lo,1,False,False,False
Ξ,U+039E,GREEK CAPITAL LETTER XI,Lu,1,False,False,False
Ë,U+00CB,LATIN CAPITAL LETTER E WITH DIAERESIS,Lu,1,False,False,False
♏,U+264F,SCORPIUS,So,1,False,False,False
ป,U+0E1B,THAI CHARACTER PO PLA,Lo,1,False,False,False
េ,U+17C1,KHMER VOWEL SIGN E,Mc,1,False,False,False
ʘ,U+0298,LATIN LETTER BILABIAL CLICK,Ll,1,False,False,False
독,U+B3C5,HANGUL SYLLABLE DOG,Lo,1,False,False,False
端,U+7AEF,CJK UNIFIED IDEOGRAPH-7AEF,Lo,1,False,False,False
異,U+7570,CJK UNIFIED IDEOGRAPH-7570,Lo,1,False,False,False
査,U+67FB,CJK UNIFIED IDEOGRAPH-67FB,Lo,1,False,False,False
態,U+614B,CJK UNIFIED IDEOGRAPH-614B,Lo,1,False,False,False
씀,U+C500,HANGUL SYLLABLE SSEUM,Lo,1,False,False,False
按,U+6309,CJK UNIFIED IDEOGRAPH-6309,Lo,1,False,False,False
奧,U+5967,CJK UNIFIED IDEOGRAPH-5967,Lo,1,False,False,False
形,U+5F62,CJK UNIFIED IDEOGRAPH-5F62,Lo,1,False,False,False
🖇,U+1F587,LINKED PAPERCLIPS,So,1,False,False,False
百,U+767E,CJK UNIFIED IDEOGRAPH-767E,Lo,1,False,False,False
鏡,U+93E1,CJK UNIFIED IDEOGRAPH-93E1,Lo,1,False,False,False
観,U+89B3,CJK UNIFIED IDEOGRAPH-89B3,Lo,1,False,False,False
ⓡ,U+24E1,CIRCLED LATIN SMALL LETTER R,So,1,False,False,False
🡆,U+1F846,RIGHTWARDS HEAVY ARROW,So,1,False,False,False
厩,U+53A9,CJK UNIFIED IDEOGRAPH-53A9,Lo,1,False,False,False
۶,U+06F6,EXTENDED ARABIC-INDIC DIGIT SIX,Nd,1,False,False,False
๗,U+0E57,THAI DIGIT SEVEN,Nd,1,False,False,False
🍸,U+1F378,COCKTAIL GLASS,So,1,False,False,False
௓,U+0BD3,UNNAMED,Cn,1,False,False,False
芸,U+82B8,CJK UNIFIED IDEOGRAPH-82B8,Lo,1,False,False,False
🏧,U+1F3E7,AUTOMATED TELLER MACHINE,So,1,False,False,False
♊,U+264A,GEMINI,So,1,False,False,False
Ì,U+00CC,LATIN CAPITAL LETTER I WITH GRAVE,Lu,1,False,False,False
,U+E138,UNNAMED,Co,1,False,False,False
丘,U+4E18,CJK UNIFIED IDEOGRAPH-4E18,Lo,1,False,False,False
顗,U+9857,CJK UNIFIED IDEOGRAPH-9857,Lo,1,False,False,False
薛,U+859B,CJK UNIFIED IDEOGRAPH-859B,Lo,1,False,False,False
則,U+5247,CJK UNIFIED IDEOGRAPH-5247,Lo,1,False,False,False
,U+F629,UNNAMED,Co,1,False,False,False
,U+F636,UNNAMED,Co,1,False,False,False
遠,U+9060,CJK UNIFIED IDEOGRAPH-9060,Lo,1,False,False,False
津,U+6D25,CJK UNIFIED IDEOGRAPH-6D25,Lo,1,False,False,False
星,U+661F,CJK UNIFIED IDEOGRAPH-661F,Lo,1,False,False,False
♈,U+2648,ARIES,So,1,False,False,False
ৃ,U+09C3,BENGALI VOWEL SIGN VOCALIC R,Mn,1,False,False,False
맹,U+B9F9,HANGUL SYLLABLE MAENG,Lo,1,False,False,False
글,U+AE00,HANGUL SYLLABLE GEUL,Lo,1,False,False,False
응,U+C751,HANGUL SYLLABLE EUNG,Lo,1,False,False,False
ੋ,U+0A4B,GURMUKHI VOWEL SIGN OO,Mn,1,False,False,False
ਖ,U+0A16,GURMUKHI LETTER KHA,Lo,1,False,False,False
禁,U+7981,CJK UNIFIED IDEOGRAPH-7981,Lo,1,False,False,False
犯,U+72AF,CJK UNIFIED IDEOGRAPH-72AF,Lo,1,False,False,False
팔,U+D314,HANGUL SYLLABLE PAL,Lo,1,False,False,False
昪,U+662A,CJK UNIFIED IDEOGRAPH-662A,Lo,1,False,False,False
彘,U+5F58,CJK UNIFIED IDEOGRAPH-5F58,Lo,1,False,False,False
劄,U+5284,CJK UNIFIED IDEOGRAPH-5284,Lo,1,False,False,False
嗣,U+55E3,CJK UNIFIED IDEOGRAPH-55E3,Lo,1,False,False,False
封,U+5C01,CJK UNIFIED IDEOGRAPH-5C01,Lo,1,False,False,False
登,U+767B,CJK UNIFIED IDEOGRAPH-767B,Lo,1,False,False,False
證,U+8B49,CJK UNIFIED IDEOGRAPH-8B49,Lo,1,False,False,False
意,U+610F,CJK UNIFIED IDEOGRAPH-610F,Lo,1,False,False,False
如,U+5982,CJK UNIFIED IDEOGRAPH-5982,Lo,1,False,False,False
授,U+6388,CJK UNIFIED IDEOGRAPH-6388,Lo,1,False,False,False
蕙,U+8559,CJK UNIFIED IDEOGRAPH-8559,Lo,1,False,False,False
矩,U+77E9,CJK UNIFIED IDEOGRAPH-77E9,Lo,1,False,False,False
勣,U+52E3,CJK UNIFIED IDEOGRAPH-52E3,Lo,1,False,False,False
🍜,U+1F35C,STEAMING BOWL,So,1,False,False,False
甦,U+7526,CJK UNIFIED IDEOGRAPH-7526,Lo,1,False,False,False
ʷ,U+02B7,MODIFIER LETTER SMALL W,Lm,1,False,False,False
ఎ,U+0C0E,TELUGU LETTER E,Lo,1,False,False,False
↙,U+2199,SOUTH WEST ARROW,So,1,False,False,False
署,U+7F72,CJK UNIFIED IDEOGRAPH-7F72,Lo,1,False,False,False
划,U+5212,CJK UNIFIED IDEOGRAPH-5212,Lo,1,False,False,False
计,U+8BA1,CJK UNIFIED IDEOGRAPH-8BA1,Lo,1,False,False,False
粮,U+7CAE,CJK UNIFIED IDEOGRAPH-7CAE,Lo,1,False,False,False
ຆ,U+0E86,LAO LETTER PALI GHA,Lo,1,False,False,False
🍆,U+1F346,AUBERGINE,So,1,False,False,False
🍎,U+1F34E,RED APPLE,So,1,False,False,False
印,U+5370,CJK UNIFIED IDEOGRAPH-5370,Lo,1,False,False,False
Ⅳ,U+2163,ROMAN NUMERAL FOUR,Nl,1,False,False,False
ღ,U+10E6,GEORGIAN LETTER GHAN,Ll,1,False,False,False
條,U+689D,CJK UNIFIED IDEOGRAPH-689D,Lo,1,False,False,False
衣,U+8863,CJK UNIFIED IDEOGRAPH-8863,Lo,1,False,False,False
外,U+5916,CJK UNIFIED IDEOGRAPH-5916,Lo,1,False,False,False
披,U+62AB,CJK UNIFIED IDEOGRAPH-62AB,Lo,1,False,False,False
惕,U+60D5,CJK UNIFIED IDEOGRAPH-60D5,Lo,1,False,False,False
警,U+8B66,CJK UNIFIED IDEOGRAPH-8B66,Lo,1,False,False,False
凯,U+51EF,CJK UNIFIED IDEOGRAPH-51EF,Lo,1,False,False,False
传,U+4F20,CJK UNIFIED IDEOGRAPH-4F20,Lo,1,False,False,False
员,U+5458,CJK UNIFIED IDEOGRAPH-5458,Lo,1,False,False,False
讲,U+8BB2,CJK UNIFIED IDEOGRAPH-8BB2,Lo,1,False,False,False
时,U+65F6,CJK UNIFIED IDEOGRAPH-65F6,Lo,1,False,False,False
显,U+663E,CJK UNIFIED IDEOGRAPH-663E,Lo,1,False,False,False
身,U+8EAB,CJK UNIFIED IDEOGRAPH-8EAB,Lo,1,False,False,False
肉,U+8089,CJK UNIFIED IDEOGRAPH-8089,Lo,1,False,False,False
话,U+8BDD,CJK UNIFIED IDEOGRAPH-8BDD,Lo,1,False,False,False
芝,U+829D,CJK UNIFIED IDEOGRAPH-829D,Lo,1,False,False,False
Ч,U+0427,CYRILLIC CAPITAL LETTER CHE,Lu,1,False,False,False
血,U+8840,CJK UNIFIED IDEOGRAPH-8840,Lo,1,False,False,False
霊,U+970A,CJK UNIFIED IDEOGRAPH-970A,Lo,1,False,False,False
勢,U+52E2,CJK UNIFIED IDEOGRAPH-52E2,Lo,1,False,False,False
根,U+6839,CJK UNIFIED IDEOGRAPH-6839,Lo,1,False,False,False
箱,U+7BB1,CJK UNIFIED IDEOGRAPH-7BB1,Lo,1,False,False,False
盆,U+76C6,CJK UNIFIED IDEOGRAPH-76C6,Lo,1,False,False,False
筆,U+7B46,CJK UNIFIED IDEOGRAPH-7B46,Lo,1,False,False,False
ネ,U+30CD,KATAKANA LETTER NE,Lo,1,False,False,False
済,U+6E08,CJK UNIFIED IDEOGRAPH-6E08,Lo,1,False,False,False
救,U+6551,CJK UNIFIED IDEOGRAPH-6551,Lo,1,False,False,False
害,U+5BB3,CJK UNIFIED IDEOGRAPH-5BB3,Lo,1,False,False,False
被,U+88AB,CJK UNIFIED IDEOGRAPH-88AB,Lo,1,False,False,False
ド,U+30C9,KATAKANA LETTER DO,Lo,1,False,False,False
̵,U+0335,COMBINING SHORT STROKE OVERLAY,Mn,1,False,False,False
织,U+7EC7,CJK UNIFIED IDEOGRAPH-7EC7,Lo,1,False,False,False
组,U+7EC4,CJK UNIFIED IDEOGRAPH-7EC4,Lo,1,False,False,False
𝓬,U+1D4EC,MATHEMATICAL BOLD SCRIPT SMALL C,Ll,1,False,False,False
Ⓛ,U+24C1,CIRCLED LATIN CAPITAL LETTER L,So,1,False,False,False
𝐦,U+1D426,MATHEMATICAL BOLD SMALL M,Ll,1,False,False,False
Ў,U+040E,CYRILLIC CAPITAL LETTER SHORT U,Lu,1,False,False,False
Ⓘ,U+24BE,CIRCLED LATIN CAPITAL LETTER I,So,1,False,False,False
ⓦ,U+24E6,CIRCLED LATIN SMALL LETTER W,So,1,False,False,False
𝖋,U+1D58B,MATHEMATICAL BOLD FRAKTUR SMALL F,Ll,1,False,False,False
𝖑,U+1D591,MATHEMATICAL BOLD FRAKTUR SMALL L,Ll,1,False,False,False
𝖆,U+1D586,MATHEMATICAL BOLD FRAKTUR SMALL A,Ll,1,False,False,False
𝖛,U+1D59B,MATHEMATICAL BOLD FRAKTUR SMALL V,Ll,1,False,False,False
𝖎,U+1D58E,MATHEMATICAL BOLD FRAKTUR SMALL I,Ll,1,False,False,False
𝖉,U+1D589,MATHEMATICAL BOLD FRAKTUR SMALL D,Ll,1,False,False,False
𝖒,U+1D592,MATHEMATICAL BOLD FRAKTUR SMALL M,Ll,1,False,False,False
👵,U+1F475,OLDER WOMAN,So,1,False,False,False
換,U+63DB,CJK UNIFIED IDEOGRAPH-63DB,Lo,1,False,False,False
統,U+7D71,CJK UNIFIED IDEOGRAPH-7D71,Lo,1,False,False,False
𝕢,U+1D562,MATHEMATICAL DOUBLE-STRUCK SMALL Q,Ll,1,False,False,False
𝕡,U+1D561,MATHEMATICAL DOUBLE-STRUCK SMALL P,Ll,1,False,False,False
𝕜,U+1D55C,MATHEMATICAL DOUBLE-STRUCK SMALL K,Ll,1,False,False,False
𝕛,U+1D55B,MATHEMATICAL DOUBLE-STRUCK SMALL J,Ll,1,False,False,False
𝕙,U+1D559,MATHEMATICAL DOUBLE-STRUCK SMALL H,Ll,1,False,False,False
𝕘,U+1D558,MATHEMATICAL DOUBLE-STRUCK SMALL G,Ll,1,False,False,False
𝕗,U+1D557,MATHEMATICAL DOUBLE-STRUCK SMALL F,Ll,1,False,False,False
𝕕,U+1D555,MATHEMATICAL DOUBLE-STRUCK SMALL D,Ll,1,False,False,False
𝕔,U+1D554,MATHEMATICAL DOUBLE-STRUCK SMALL C,Ll,1,False,False,False
𝕓,U+1D553,MATHEMATICAL DOUBLE-STRUCK SMALL B,Ll,1,False,False,False
𝓯,U+1D4EF,MATHEMATICAL BOLD SCRIPT SMALL F,Ll,1,False,False,False
𝓮,U+1D4EE,MATHEMATICAL BOLD SCRIPT SMALL E,Ll,1,False,False,False
𝓿,U+1D4FF,MATHEMATICAL BOLD SCRIPT SMALL V,Ll,1,False,False,False
𝓲,U+1D4F2,MATHEMATICAL BOLD SCRIPT SMALL I,Ll,1,False,False,False
𝓻,U+1D4FB,MATHEMATICAL BOLD SCRIPT SMALL R,Ll,1,False,False,False
𝓾,U+1D4FE,MATHEMATICAL BOLD SCRIPT SMALL U,Ll,1,False,False,False
ℕ,U+2115,DOUBLE-STRUCK CAPITAL N,Lu,1,False,False,False
𝕃,U+1D543,MATHEMATICAL DOUBLE-STRUCK CAPITAL L,Lu,1,False,False,False
𝕂,U+1D542,MATHEMATICAL DOUBLE-STRUCK CAPITAL K,Lu,1,False,False,False
𝕁,U+1D541,MATHEMATICAL DOUBLE-STRUCK CAPITAL J,Lu,1,False,False,False
𝕀,U+1D540,MATHEMATICAL DOUBLE-STRUCK CAPITAL I,Lu,1,False,False,False
ℍ,U+210D,DOUBLE-STRUCK CAPITAL H,Lu,1,False,False,False
𝔾,U+1D53E,MATHEMATICAL DOUBLE-STRUCK CAPITAL G,Lu,1,False,False,False
𝔼,U+1D53C,MATHEMATICAL DOUBLE-STRUCK CAPITAL E,Lu,1,False,False,False
𝔻,U+1D53B,MATHEMATICAL DOUBLE-STRUCK CAPITAL D,Lu,1,False,False,False
𝔹,U+1D539,MATHEMATICAL DOUBLE-STRUCK CAPITAL B,Lu,1,False,False,False
𝔸,U+1D538,MATHEMATICAL DOUBLE-STRUCK CAPITAL A,Lu,1,False,False,False
𝕫,U+1D56B,MATHEMATICAL DOUBLE-STRUCK SMALL Z,Ll,1,False,False,False
𝕩,U+1D569,MATHEMATICAL DOUBLE-STRUCK SMALL X,Ll,1,False,False,False
𝕨,U+1D568,MATHEMATICAL DOUBLE-STRUCK SMALL W,Ll,1,False,False,False
𝕧,U+1D567,MATHEMATICAL DOUBLE-STRUCK SMALL V,Ll,1,False,False,False
𝕦,U+1D566,MATHEMATICAL DOUBLE-STRUCK SMALL U,Ll,1,False,False,False
𝓀,U+1D4C0,MATHEMATICAL SCRIPT SMALL K,Ll,1,False,False,False
𝒽,U+1D4BD,MATHEMATICAL SCRIPT SMALL H,Ll,1,False,False,False
𝑔,U+1D454,MATHEMATICAL ITALIC SMALL G,Ll,1,False,False,False
𝒻,U+1D4BB,MATHEMATICAL SCRIPT SMALL F,Ll,1,False,False,False
𝒹,U+1D4B9,MATHEMATICAL SCRIPT SMALL D,Ll,1,False,False,False
𝒷,U+1D4B7,MATHEMATICAL SCRIPT SMALL B,Ll,1,False,False,False
ℤ,U+2124,DOUBLE-STRUCK CAPITAL Z,Lu,1,False,False,False
𝕐,U+1D550,MATHEMATICAL DOUBLE-STRUCK CAPITAL Y,Lu,1,False,False,False
𝕏,U+1D54F,MATHEMATICAL DOUBLE-STRUCK CAPITAL X,Lu,1,False,False,False
𝕎,U+1D54E,MATHEMATICAL DOUBLE-STRUCK CAPITAL W,Lu,1,False,False,False
𝕌,U+1D54C,MATHEMATICAL DOUBLE-STRUCK CAPITAL U,Lu,1,False,False,False
𝕋,U+1D54B,MATHEMATICAL DOUBLE-STRUCK CAPITAL T,Lu,1,False,False,False
ℝ,U+211D,DOUBLE-STRUCK CAPITAL R,Lu,1,False,False,False
ℚ,U+211A,DOUBLE-STRUCK CAPITAL Q,Lu,1,False,False,False
ℙ,U+2119,DOUBLE-STRUCK CAPITAL P,Lu,1,False,False,False
𝕆,U+1D546,MATHEMATICAL DOUBLE-STRUCK CAPITAL O,Lu,1,False,False,False
𝒢,U+1D4A2,MATHEMATICAL SCRIPT CAPITAL G,Lu,1,False,False,False
𝐹,U+1D439,MATHEMATICAL ITALIC CAPITAL F,Lu,1,False,False,False
𝐸,U+1D438,MATHEMATICAL ITALIC CAPITAL E,Lu,1,False,False,False
𝒟,U+1D49F,MATHEMATICAL SCRIPT CAPITAL D,Lu,1,False,False,False
𝒞,U+1D49E,MATHEMATICAL SCRIPT CAPITAL C,Lu,1,False,False,False
𝐵,U+1D435,MATHEMATICAL ITALIC CAPITAL B,Lu,1,False,False,False
𝒜,U+1D49C,MATHEMATICAL SCRIPT CAPITAL A,Lu,1,False,False,False
𝓏,U+1D4CF,MATHEMATICAL SCRIPT SMALL Z,Ll,1,False,False,False
𝓎,U+1D4CE,MATHEMATICAL SCRIPT SMALL Y,Ll,1,False,False,False
𝓍,U+1D4CD,MATHEMATICAL SCRIPT SMALL X,Ll,1,False,False,False
𝓌,U+1D4CC,MATHEMATICAL SCRIPT SMALL W,Ll,1,False,False,False
𝓋,U+1D4CB,MATHEMATICAL SCRIPT SMALL V,Ll,1,False,False,False
𝓆,U+1D4C6,MATHEMATICAL SCRIPT SMALL Q,Ll,1,False,False,False
𝑜,U+1D45C,MATHEMATICAL ITALIC SMALL O,Ll,1,False,False,False
𝓂,U+1D4C2,MATHEMATICAL SCRIPT SMALL M,Ll,1,False,False,False
𝓁,U+1D4C1,MATHEMATICAL SCRIPT SMALL L,Ll,1,False,False,False
𝒲,U+1D4B2,MATHEMATICAL SCRIPT CAPITAL W,Lu,1,False,False,False
𝒱,U+1D4B1,MATHEMATICAL SCRIPT CAPITAL V,Lu,1,False,False,False
𝒰,U+1D4B0,MATHEMATICAL SCRIPT CAPITAL U,Lu,1,False,False,False
𝒯,U+1D4AF,MATHEMATICAL SCRIPT CAPITAL T,Lu,1,False,False,False
𝒮,U+1D4AE,MATHEMATICAL SCRIPT CAPITAL S,Lu,1,False,False,False
𝑅,U+1D445,MATHEMATICAL ITALIC CAPITAL R,Lu,1,False,False,False
𝒬,U+1D4AC,MATHEMATICAL SCRIPT CAPITAL Q,Lu,1,False,False,False
𝒫,U+1D4AB,MATHEMATICAL SCRIPT CAPITAL P,Lu,1,False,False,False
𝒪,U+1D4AA,MATHEMATICAL SCRIPT CAPITAL O,Lu,1,False,False,False
𝒩,U+1D4A9,MATHEMATICAL SCRIPT CAPITAL N,Lu,1,False,False,False
𝑀,U+1D440,MATHEMATICAL ITALIC CAPITAL M,Lu,1,False,False,False
𝐿,U+1D43F,MATHEMATICAL ITALIC CAPITAL L,Lu,1,False,False,False
𝒦,U+1D4A6,MATHEMATICAL SCRIPT CAPITAL K,Lu,1,False,False,False
𝒥,U+1D4A5,MATHEMATICAL SCRIPT CAPITAL J,Lu,1,False,False,False
𝐼,U+1D43C,MATHEMATICAL ITALIC CAPITAL I,Lu,1,False,False,False
𝐻,U+1D43B,MATHEMATICAL ITALIC CAPITAL H,Lu,1,False,False,False
͸,U+0378,UNNAMED,Cn,1,False,False,False
೭,U+0CED,KANNADA DIGIT SEVEN,Nd,1,False,False,False
೫,U+0CEB,KANNADA DIGIT FIVE,Nd,1,False,False,False
遊,U+904A,CJK UNIFIED IDEOGRAPH-904A,Lo,1,False,False,False
點,U+9EDE,CJK UNIFIED IDEOGRAPH-9EDE,Lo,1,False,False,False
熱,U+71B1,CJK UNIFIED IDEOGRAPH-71B1,Lo,1,False,False,False
是,U+662F,CJK UNIFIED IDEOGRAPH-662F,Lo,1,False,False,False
不,U+4E0D,CJK UNIFIED IDEOGRAPH-4E0D,Lo,1,False,False,False
𝓧,U+1D4E7,MATHEMATICAL BOLD SCRIPT CAPITAL X,Lu,1,False,False,False
𝔰,U+1D530,MATHEMATICAL FRAKTUR SMALL S,Ll,1,False,False,False
🎲,U+1F3B2,GAME DIE,So,1,False,False,False
ʞ,U+029E,LATIN SMALL LETTER TURNED K,Ll,1,False,False,False
ɘ,U+0258,LATIN SMALL LETTER REVERSED E,Ll,1,False,False,False
𝒵,U+1D4B5,MATHEMATICAL SCRIPT CAPITAL Z,Lu,1,False,False,False
𝒴,U+1D4B4,MATHEMATICAL SCRIPT CAPITAL Y,Lu,1,False,False,False
𝒳,U+1D4B3,MATHEMATICAL SCRIPT CAPITAL X,Lu,1,False,False,False
,U+E02B,UNNAMED,Co,1,False,False,False
,U+E02C,UNNAMED,Co,1,False,False,False
,U+F05B,UNNAMED,Co,1,False,False,False
衡,U+8861,CJK UNIFIED IDEOGRAPH-8861,Lo,1,False,False,False
老,U+8001,CJK UNIFIED IDEOGRAPH-8001,Lo,1,False,False,False
亮,U+4EAE,CJK UNIFIED IDEOGRAPH-4EAE,Lo,1,False,False,False
任,U+4EFB,CJK UNIFIED IDEOGRAPH-4EFB,Lo,1,False,False,False
鄭,U+912D,CJK UNIFIED IDEOGRAPH-912D,Lo,1,False,False,False
迎,U+8FCE,CJK UNIFIED IDEOGRAPH-8FCE,Lo,1,False,False,False
頊,U+980A,CJK UNIFIED IDEOGRAPH-980A,Lo,1,False,False,False
繼,U+7E7C,CJK UNIFIED IDEOGRAPH-7E7C,Lo,1,False,False,False
昕,U+6615,CJK UNIFIED IDEOGRAPH-6615,Lo,1,False,False,False
흔,U+D754,HANGUL SYLLABLE HEUN,Lo,1,False,False,False
璠,U+74A0,CJK UNIFIED IDEOGRAPH-74A0,Lo,1,False,False,False
順,U+9806,CJK UNIFIED IDEOGRAPH-9806,Lo,1,False,False,False
륵,U+B975,HANGUL SYLLABLE REUG,Lo,1,False,False,False
⑺,U+247A,PARENTHESIZED DIGIT SEVEN,No,1,False,False,False
⑹,U+2479,PARENTHESIZED DIGIT SIX,No,1,False,False,False
⑸,U+2478,PARENTHESIZED DIGIT FIVE,No,1,False,False,False
⑷,U+2477,PARENTHESIZED DIGIT FOUR,No,1,False,False,False
诺,U+8BFA,CJK UNIFIED IDEOGRAPH-8BFA,Lo,1,False,False,False
赛,U+8D5B,CJK UNIFIED IDEOGRAPH-8D5B,Lo,1,False,False,False
🦇,U+1F987,BAT,So,1,False,False,False
礼,U+793C,CJK UNIFIED IDEOGRAPH-793C,Lo,1,False,False,False
失,U+5931,CJK UNIFIED IDEOGRAPH-5931,Lo,1,False,False,False
💆,U+1F486,FACE MASSAGE,So,1,False,False,False
ク,U+30AF,KATAKANA LETTER KU,Lo,1,False,False,False
ێ,U+06CE,ARABIC LETTER YEH WITH SMALL V,Lo,1,False,False,False
ஐ,U+0B90,TAMIL LETTER AI,Lo,1,False,False,False
隣,U+96A3,CJK UNIFIED IDEOGRAPH-96A3,Lo,1,False,False,False
∈,U+2208,ELEMENT OF,Sm,1,False,False,False
︒,U+FE12,PRESENTATION FORM FOR VERTICAL IDEOGRAPHIC FULL STOP,Po,1,False,False,False
試,U+8A66,CJK UNIFIED IDEOGRAPH-8A66,Lo,1,False,False,False
べ,U+3079,HIRAGANA LETTER BE,Lo,1,False,False,False
別,U+5225,CJK UNIFIED IDEOGRAPH-5225,Lo,1,False,False,False
🟥,U+1F7E5,LARGE RED SQUARE,So,1,False,False,False
ď,U+010F,LATIN SMALL LETTER D WITH CARON,Ll,1,False,False,False
⇋,U+21CB,LEFTWARDS HARPOON OVER RIGHTWARDS HARPOON,So,1,False,False,False
ֲ,U+05B2,HEBREW POINT HATAF PATAH,Mn,1,False,False,False
😼,U+1F63C,CAT FACE WITH WRY SMILE,So,1,False,False,False
🕯,U+1F56F,CANDLE,So,1,False,False,False
节,U+8282,CJK UNIFIED IDEOGRAPH-8282,Lo,1,False,False,False
庆,U+5E86,CJK UNIFIED IDEOGRAPH-5E86,Lo,1,False,False,False
🧟,U+1F9DF,ZOMBIE,So,1,False,False,False
📩,U+1F4E9,ENVELOPE WITH DOWNWARDS ARROW ABOVE,So,1,False,False,False
⑽,U+247D,PARENTHESIZED NUMBER TEN,No,1,False,False,False
⑼,U+247C,PARENTHESIZED DIGIT NINE,No,1,False,False,False
⑻,U+247B,PARENTHESIZED DIGIT EIGHT,No,1,False,False,False
朗,U+6717,CJK UNIFIED IDEOGRAPH-6717,Lo,1,False,False,False
知,U+77E5,CJK UNIFIED IDEOGRAPH-77E5,Lo,1,False,False,False
協,U+5354,CJK UNIFIED IDEOGRAPH-5354,Lo,1,False,False,False
ス,U+30B9,KATAKANA LETTER SU,Lo,1,False,False,False
,U+0013,UNNAMED,Cc,1,False,False,False
📆,U+1F4C6,TEAR-OFF CALENDAR,So,1,False,False,False
💮,U+1F4AE,WHITE FLOWER,So,1,False,False,False
－,U+FF0D,FULLWIDTH HYPHEN-MINUS,Pd,1,False,False,False
🎙,U+1F399,STUDIO MICROPHONE,So,1,False,False,False
發,U+767C,CJK UNIFIED IDEOGRAPH-767C,Lo,1,False,False,False
ʉ,U+0289,LATIN SMALL LETTER U BAR,Ll,1,False,False,False
｜,U+FF5C,FULLWIDTH VERTICAL LINE,Sm,1,False,False,False
位,U+4F4D,CJK UNIFIED IDEOGRAPH-4F4D,Lo,1,False,False,False
၁,U+1041,MYANMAR DIGIT ONE,Nd,1,False,False,False
ุ,U+0E38,THAI CHARACTER SARA U,Mn,1,False,False,False
験,U+9A13,CJK UNIFIED IDEOGRAPH-9A13,Lo,1,False,False,False
🐐,U+1F410,GOAT,So,1,False,False,False
🍒,U+1F352,CHERRIES,So,1,False,False,False
🌵,U+1F335,CACTUS,So,1,False,False,False
🐂,U+1F402,OX,So,1,False,False,False
⋮,U+22EE,VERTICAL ELLIPSIS,Sm,1,False,False,False
🐾,U+1F43E,PAW PRINTS,So,1,False,False,False
🐚,U+1F41A,SPIRAL SHELL,So,1,False,False,False
✎,U+270E,LOWER RIGHT PENCIL,So,1,False,False,False
٦,U+0666,ARABIC-INDIC DIGIT SIX,Nd,1,False,False,False
⛓,U+26D3,CHAINS,So,1,False,False,False
霍,U+970D,CJK UNIFIED IDEOGRAPH-970D,Lo,1,False,False,False
巴,U+5DF4,CJK UNIFIED IDEOGRAPH-5DF4,Lo,1,False,False,False
希,U+5E0C,CJK UNIFIED IDEOGRAPH-5E0C,Lo,1,False,False,False
曼,U+66FC,CJK UNIFIED IDEOGRAPH-66FC,Lo,1,False,False,False
