character,codepoint,unicode_name,unicode_category,count,is_sinhala_block,is_whitespace,font_has_codepoint
🇹,U+1F1F9,REGIONAL INDICATOR SYMBOL LETTER T,So,1,False,False,False
۔,U+06D4,ARABIC FULL STOP,Po,1,False,False,False
ഉ,U+0D09,MALAYALAM LETTER U,Lo,1,False,False,False
₤,U+20A4,LIRA SIGN,Sc,1,False,False,False
ߋ,U+07CB,NKO LETTER EE,Lo,1,False,False,False
🥤,U+1F964,CUP WITH STRAW,So,1,False,False,False
巾,U+5DFE,CJK UNIFIED IDEOGRAPH-5DFE,Lo,1,False,False,False
采,U+91C7,CJK UNIFIED IDEOGRAPH-91C7,Lo,1,False,False,False
櫛,U+6ADB,CJK UNIFIED IDEOGRAPH-6ADB,Lo,1,False,False,False
御,U+5FA1,CJK UNIFIED IDEOGRAPH-5FA1,Lo,1,False,False,False
奉,U+5949,CJK UNIFIED IDEOGRAPH-5949,Lo,1,False,False,False
衛,U+885B,CJK UNIFIED IDEOGRAPH-885B,Lo,1,False,False,False
才,U+624D,CJK UNIFIED IDEOGRAPH-624D,Lo,1,False,False,False
旨,U+65E8,CJK UNIFIED IDEOGRAPH-65E8,Lo,1,False,False,False
ގ,U+078E,THAANA LETTER GAAFU,Lo,1,False,False,False
🌲,U+1F332,EVERGREEN TREE,So,1,False,False,False
Ħ,U+0126,LATIN CAPITAL LETTER H WITH STROKE,Lu,1,False,False,False
完,U+5B8C,CJK UNIFIED IDEOGRAPH-5B8C,Lo,1,False,False,False
课,U+8BFE,CJK UNIFIED IDEOGRAPH-8BFE,Lo,1,False,False,False
济,U+6D4E,CJK UNIFIED IDEOGRAPH-6D4E,Lo,1,False,False,False
广,U+5E7F,CJK UNIFIED IDEOGRAPH-5E7F,Lo,1,False,False,False
崔,U+5D14,CJK UNIFIED IDEOGRAPH-5D14,Lo,1,False,False,False
淑,U+6DD1,CJK UNIFIED IDEOGRAPH-6DD1,Lo,1,False,False,False
專,U+5C08,CJK UNIFIED IDEOGRAPH-5C08,Lo,1,False,False,False
🤚,U+1F91A,RAISED BACK OF HAND,So,1,False,False,False
☉,U+2609,SUN,So,1,False,False,False
Ć,U+0106,LATIN CAPITAL LETTER C WITH ACUTE,Lu,1,False,False,False
ై,U+0C48,TELUGU VOWEL SIGN AI,Mn,1,False,False,False
示,U+793A,CJK UNIFIED IDEOGRAPH-793A,Lo,1,False,False,False
們,U+5011,CJK UNIFIED IDEOGRAPH-5011,Lo,1,False,False,False
𑘻,U+1163B,MODI VOWEL SIGN O,Mc,1,False,False,False
𑘦,U+11626,MODI LETTER MA,Lo,1,False,False,False
𝟳,U+1D7F3,MATHEMATICAL SANS-SERIF BOLD DIGIT SEVEN,Nd,1,False,False,False
類,U+985E,CJK UNIFIED IDEOGRAPH-985E,Lo,1,False,False,False
급,U+AE09,HANGUL SYLLABLE GEUB,Lo,1,False,False,False
🤢,U+1F922,NAUSEATED FACE,So,1,False,False,False
⁷,U+2077,SUPERSCRIPT SEVEN,No,1,False,False,False
Ю,U+042E,CYRILLIC CAPITAL LETTER YU,Lu,1,False,False,False
든,U+B4E0,HANGUL SYLLABLE DEUN,Lo,1,False,False,False
ऽ,U+093D,DEVANAGARI SIGN AVAGRAHA,Lo,1,False,False,False
🚪,U+1F6AA,DOOR,So,1,False,False,False
👤,U+1F464,BUST IN SILHOUETTE,So,1,False,False,False
𝐳,U+1D433,MATHEMATICAL BOLD SMALL Z,Ll,1,False,False,False
ޫ,U+07AB,THAANA OOBOOFILI,Mn,1,False,False,False
ދ,U+078B,THAANA LETTER DHAALU,Lo,1,False,False,False
ޮ,U+07AE,THAANA OBOFILI,Mn,1,False,False,False
Ő,U+0150,LATIN CAPITAL LETTER O WITH DOUBLE ACUTE,Lu,1,False,False,False
貴,U+8CB4,CJK UNIFIED IDEOGRAPH-8CB4,Lo,1,False,False,False
姬,U+59EC,CJK UNIFIED IDEOGRAPH-59EC,Lo,1,False,False,False
胡,U+80E1,CJK UNIFIED IDEOGRAPH-80E1,Lo,1,False,False,False
听,U+542C,CJK UNIFIED IDEOGRAPH-542C,Lo,1,False,False,False
卫,U+536B,CJK UNIFIED IDEOGRAPH-536B,Lo,1,False,False,False
乐,U+4E50,CJK UNIFIED IDEOGRAPH-4E50,Lo,1,False,False,False
ພ,U+0E9E,LAO LETTER PHO TAM,Lo,1,False,False,False
員,U+54E1,CJK UNIFIED IDEOGRAPH-54E1,Lo,1,False,False,False
委,U+59D4,CJK UNIFIED IDEOGRAPH-59D4,Lo,1,False,False,False
務,U+52D9,CJK UNIFIED IDEOGRAPH-52D9,Lo,1,False,False,False
住,U+4F4F,CJK UNIFIED IDEOGRAPH-4F4F,Lo,1,False,False,False
雅,U+96C5,CJK UNIFIED IDEOGRAPH-96C5,Lo,1,False,False,False
拉,U+62C9,CJK UNIFIED IDEOGRAPH-62C9,Lo,1,False,False,False
𑘲,U+11632,MODI VOWEL SIGN II,Mc,1,False,False,False
𑘚,U+1161A,MODI LETTER DDA,Lo,1,False,False,False
ັ,U+0EB1,LAO VOWEL SIGN MAI KAN,Mn,1,False,False,False
િ,U+0ABF,GUJARATI VOWEL SIGN I,Mc,1,False,False,False
ბ,U+10D1,GEORGIAN LETTER BAN,Ll,1,False,False,False
ტ,U+10E2,GEORGIAN LETTER TAR,Ll,1,False,False,False
ნ,U+10DC,GEORGIAN LETTER NAR,Ll,1,False,False,False
გ,U+10D2,GEORGIAN LETTER GAN,Ll,1,False,False,False
𝙩,U+1D669,MATHEMATICAL SANS-SERIF BOLD ITALIC SMALL T,Ll,1,False,False,False
𝙨,U+1D668,MATHEMATICAL SANS-SERIF BOLD ITALIC SMALL S,Ll,1,False,False,False
𝙞,U+1D65E,MATHEMATICAL SANS-SERIF BOLD ITALIC SMALL I,Ll,1,False,False,False
𝙘,U+1D658,MATHEMATICAL SANS-SERIF BOLD ITALIC SMALL C,Ll,1,False,False,False
𝙭,U+1D66D,MATHEMATICAL SANS-SERIF BOLD ITALIC SMALL X,Ll,1,False,False,False
𝙚,U+1D65A,MATHEMATICAL SANS-SERIF BOLD ITALIC SMALL E,Ll,1,False,False,False
𝙝,U+1D65D,MATHEMATICAL SANS-SERIF BOLD ITALIC SMALL H,Ll,1,False,False,False
发,U+53D1,CJK UNIFIED IDEOGRAPH-53D1,Lo,1,False,False,False
泉,U+6CC9,CJK UNIFIED IDEOGRAPH-6CC9,Lo,1,False,False,False
磐,U+78D0,CJK UNIFIED IDEOGRAPH-78D0,Lo,1,False,False,False
ੀ,U+0A40,GURMUKHI VOWEL SIGN II,Mc,1,False,False,False
ਮ,U+0A2E,GURMUKHI LETTER MA,Lo,1,False,False,False
ਣ,U+0A23,GURMUKHI LETTER NNA,Lo,1,False,False,False
ਇ,U+0A07,GURMUKHI LETTER I,Lo,1,False,False,False
ਾ,U+0A3E,GURMUKHI VOWEL SIGN AA,Mc,1,False,False,False
ີ,U+0EB5,LAO VOWEL SIGN II,Mn,1,False,False,False
ຄ,U+0E84,LAO LETTER KHO TAM,Lo,1,False,False,False
ເ,U+0EC0,LAO VOWEL SIGN E,Lo,1,False,False,False
ງ,U+0E87,LAO LETTER NGO,Lo,1,False,False,False
ທ,U+0E97,LAO LETTER THO TAM,Lo,1,False,False,False
ຜ,U+0E9C,LAO LETTER PHO SUNG,Lo,1,False,False,False
ກ,U+0E81,LAO LETTER KO,Lo,1,False,False,False
ຸ,U+0EB8,LAO VOWEL SIGN U,Mn,1,False,False,False
ະ,U+0EB0,LAO VOWEL SIGN A,Lo,1,False,False,False
ຈ,U+0E88,LAO LETTER CO,Lo,1,False,False,False
ດ,U+0E94,LAO LETTER DO,Lo,1,False,False,False
ታ,U+1273,ETHIOPIC SYLLABLE TAA,Lo,1,False,False,False
ኩ,U+12A9,ETHIOPIC SYLLABLE KU,Lo,1,False,False,False
እ,U+12A5,ETHIOPIC SYLLABLE GLOTTAL E,Lo,1,False,False,False
ካ,U+12AB,ETHIOPIC SYLLABLE KAA,Lo,1,False,False,False
ሚ,U+121A,ETHIOPIC SYLLABLE MI,Lo,1,False,False,False
ኬ,U+12AC,ETHIOPIC SYLLABLE KEE,Lo,1,False,False,False
የ,U+12E8,ETHIOPIC SYLLABLE YA,Lo,1,False,False,False
ғ,U+0493,CYRILLIC SMALL LETTER GHE WITH STROKE,Ll,1,False,False,False
း,U+1038,MYANMAR SIGN VISARGA,Mc,1,False,False,False
င,U+1004,MYANMAR LETTER NGA,Lo,1,False,False,False
ခ,U+1001,MYANMAR LETTER KHA,Lo,1,False,False,False
ှ,U+103E,MYANMAR CONSONANT SIGN MEDIAL HA,Mn,1,False,False,False
ျ,U+103B,MYANMAR CONSONANT SIGN MEDIAL YA,Mc,1,False,False,False
ည,U+100A,MYANMAR LETTER NNYA,Lo,1,False,False,False
ဓ,U+1013,MYANMAR LETTER DHA,Lo,1,False,False,False
ਨ,U+0A28,GURMUKHI LETTER NA,Lo,1,False,False,False
受,U+53D7,CJK UNIFIED IDEOGRAPH-53D7,Lo,1,False,False,False
务,U+52A1,CJK UNIFIED IDEOGRAPH-52A1,Lo,1,False,False,False
服,U+670D,CJK UNIFIED IDEOGRAPH-670D,Lo,1,False,False,False
病,U+75C5,CJK UNIFIED IDEOGRAPH-75C5,Lo,1,False,False,False
义,U+4E49,CJK UNIFIED IDEOGRAPH-4E49,Lo,1,False,False,False
Ⓒ,U+24B8,CIRCLED LATIN CAPITAL LETTER C,So,1,False,False,False
⁚,U+205A,TWO DOT PUNCTUATION,Po,1,False,False,False
鈴,U+9234,CJK UNIFIED IDEOGRAPH-9234,Lo,1,False,False,False
剛,U+525B,CJK UNIFIED IDEOGRAPH-525B,Lo,1,False,False,False
独,U+72EC,CJK UNIFIED IDEOGRAPH-72EC,Lo,1,False,False,False
ڪ,U+06AA,ARABIC LETTER SWASH KAF,Lo,1,False,False,False
ې,U+06D0,ARABIC LETTER E,Lo,1,False,False,False
በ,U+1260,ETHIOPIC SYLLABLE BA,Lo,1,False,False,False
ገ,U+1308,ETHIOPIC SYLLABLE GA,Lo,1,False,False,False
ዝ,U+12DD,ETHIOPIC SYLLABLE ZE,Lo,1,False,False,False
መ,U+1218,ETHIOPIC SYLLABLE MA,Lo,1,False,False,False
축,U+CD95,HANGUL SYLLABLE CUG,Lo,1,False,False,False
🍘,U+1F358,RICE CRACKER,So,1,False,False,False
သ,U+101E,MYANMAR LETTER SA,Lo,1,False,False,False
ဘ,U+1018,MYANMAR LETTER BHA,Lo,1,False,False,False
ែ,U+17C2,KHMER VOWEL SIGN AE,Mc,1,False,False,False
ខ,U+1781,KHMER LETTER KHA,Lo,1,False,False,False
ភ,U+1797,KHMER LETTER PHO,Lo,1,False,False,False
딸,U+B538,HANGUL SYLLABLE DDAL,Lo,1,False,False,False
吉,U+5409,CJK UNIFIED IDEOGRAPH-5409,Lo,1,False,False,False
俊,U+4FCA,CJK UNIFIED IDEOGRAPH-4FCA,Lo,1,False,False,False
勳,U+52F3,CJK UNIFIED IDEOGRAPH-52F3,Lo,1,False,False,False
禹,U+79B9,CJK UNIFIED IDEOGRAPH-79B9,Lo,1,False,False,False
⇐,U+21D0,LEFTWARDS DOUBLE ARROW,So,1,False,False,False
梦,U+68A6,CJK UNIFIED IDEOGRAPH-68A6,Lo,1,False,False,False
庄,U+5E84,CJK UNIFIED IDEOGRAPH-5E84,Lo,1,False,False,False
丁,U+4E01,CJK UNIFIED IDEOGRAPH-4E01,Lo,1,False,False,False
篇,U+7BC7,CJK UNIFIED IDEOGRAPH-7BC7,Lo,1,False,False,False
辛,U+8F9B,CJK UNIFIED IDEOGRAPH-8F9B,Lo,1,False,False,False
爲,U+7232,CJK UNIFIED IDEOGRAPH-7232,Lo,1,False,False,False
讀,U+8B80,CJK UNIFIED IDEOGRAPH-8B80,Lo,1,False,False,False
訣,U+8A23,CJK UNIFIED IDEOGRAPH-8A23,Lo,1,False,False,False
札,U+672D,CJK UNIFIED IDEOGRAPH-672D,Lo,1,False,False,False
鄕,U+9115,CJK UNIFIED IDEOGRAPH-9115,Lo,1,False,False,False
戴,U+6234,CJK UNIFIED IDEOGRAPH-6234,Lo,1,False,False,False
旭,U+65ED,CJK UNIFIED IDEOGRAPH-65ED,Lo,1,False,False,False
恭,U+606D,CJK UNIFIED IDEOGRAPH-606D,Lo,1,False,False,False
悌,U+608C,CJK UNIFIED IDEOGRAPH-608C,Lo,1,False,False,False
次,U+6B21,CJK UNIFIED IDEOGRAPH-6B21,Lo,1,False,False,False
🐗,U+1F417,BOAR,So,1,False,False,False
엄,U+C5C4,HANGUL SYLLABLE EOM,Lo,1,False,False,False
建,U+5EFA,CJK UNIFIED IDEOGRAPH-5EFA,Lo,1,False,False,False
壽,U+58FD,CJK UNIFIED IDEOGRAPH-58FD,Lo,1,False,False,False
椧,U+6927,CJK UNIFIED IDEOGRAPH-6927,Lo,1,False,False,False
뿐,U+BFD0,HANGUL SYLLABLE BBUN,Lo,1,False,False,False
哛,U+54DB,CJK UNIFIED IDEOGRAPH-54DB,Lo,1,False,False,False
䭏,U+4B4F,CJK UNIFIED IDEOGRAPH-4B4F,Lo,1,False,False,False
탈,U+D0C8,HANGUL SYLLABLE TAL,Lo,1,False,False,False
頉,U+9809,CJK UNIFIED IDEOGRAPH-9809,Lo,1,False,False,False
巭,U+5DED,CJK UNIFIED IDEOGRAPH-5DED,Lo,1,False,False,False
夻,U+593B,CJK UNIFIED IDEOGRAPH-593B,Lo,1,False,False,False
㕦,U+3566,CJK UNIFIED IDEOGRAPH-3566,Lo,1,False,False,False
媤,U+5AA4,CJK UNIFIED IDEOGRAPH-5AA4,Lo,1,False,False,False
怾,U+603E,CJK UNIFIED IDEOGRAPH-603E,Lo,1,False,False,False
㸴,U+3E34,CJK UNIFIED IDEOGRAPH-3E34,Lo,1,False,False,False
乭,U+4E6D,CJK UNIFIED IDEOGRAPH-4E6D,Lo,1,False,False,False
欌,U+6B0C,CJK UNIFIED IDEOGRAPH-6B0C,Lo,1,False,False,False
논,U+B17C,HANGUL SYLLABLE NON,Lo,1,False,False,False
畓,U+7553,CJK UNIFIED IDEOGRAPH-7553,Lo,1,False,False,False
𝙄,U+1D644,MATHEMATICAL SANS-SERIF BOLD ITALIC CAPITAL I,Lu,1,False,False,False
𝘽,U+1D63D,MATHEMATICAL SANS-SERIF BOLD ITALIC CAPITAL B,Lu,1,False,False,False
𝘾,U+1D63E,MATHEMATICAL SANS-SERIF BOLD ITALIC CAPITAL C,Lu,1,False,False,False
𝙁,U+1D641,MATHEMATICAL SANS-SERIF BOLD ITALIC CAPITAL F,Lu,1,False,False,False
Ą,U+0104,LATIN CAPITAL LETTER A WITH OGONEK,Lu,1,False,False,False
🥗,U+1F957,GREEN SALAD,So,1,False,False,False
🍄,U+1F344,MUSHROOM,So,1,False,False,False
ᐅ,U+1405,CANADIAN SYLLABICS O,Lo,1,False,False,False
,U+E016,UNNAMED,Co,1,False,False,False
름,U+B984,HANGUL SYLLABLE REUM,Lo,1,False,False,False
父,U+7236,CJK UNIFIED IDEOGRAPH-7236,Lo,1,False,False,False
작,U+C791,HANGUL SYLLABLE JAG,Lo,1,False,False,False
큰,U+D070,HANGUL SYLLABLE KEUN,Lo,1,False,False,False
丹,U+4E39,CJK UNIFIED IDEOGRAPH-4E39,Lo,1,False,False,False
牡,U+7261,CJK UNIFIED IDEOGRAPH-7261,Lo,1,False,False,False
瓜,U+74DC,CJK UNIFIED IDEOGRAPH-74DC,Lo,1,False,False,False
๔,U+0E54,THAI DIGIT FOUR,Nd,1,False,False,False
๕,U+0E55,THAI DIGIT FIVE,Nd,1,False,False,False
鎧,U+93A7,CJK UNIFIED IDEOGRAPH-93A7,Lo,1,False,False,False
渤,U+6E24,CJK UNIFIED IDEOGRAPH-6E24,Lo,1,False,False,False
優,U+512A,CJK UNIFIED IDEOGRAPH-512A,Lo,1,False,False,False
仲,U+4EF2,CJK UNIFIED IDEOGRAPH-4EF2,Lo,1,False,False,False
鄒,U+9112,CJK UNIFIED IDEOGRAPH-9112,Lo,1,False,False,False
蒙,U+8499,CJK UNIFIED IDEOGRAPH-8499,Lo,1,False,False,False
朱,U+6731,CJK UNIFIED IDEOGRAPH-6731,Lo,1,False,False,False
雨,U+96E8,CJK UNIFIED IDEOGRAPH-96E8,Lo,1,False,False,False
煙,U+7159,CJK UNIFIED IDEOGRAPH-7159,Lo,1,False,False,False
佼,U+4F7C,CJK UNIFIED IDEOGRAPH-4F7C,Lo,1,False,False,False
立,U+7ACB,CJK UNIFIED IDEOGRAPH-7ACB,Lo,1,False,False,False
𝘼,U+1D63C,MATHEMATICAL SANS-SERIF BOLD ITALIC CAPITAL A,Lu,1,False,False,False
𝙒,U+1D652,MATHEMATICAL SANS-SERIF BOLD ITALIC CAPITAL W,Lu,1,False,False,False
𝙉,U+1D649,MATHEMATICAL SANS-SERIF BOLD ITALIC CAPITAL N,Lu,1,False,False,False
驟,U+9A5F,CJK UNIFIED IDEOGRAPH-9A5F,Lo,1,False,False,False
纽,U+7EBD,CJK UNIFIED IDEOGRAPH-7EBD,Lo,1,False,False,False
흑,U+D751,HANGUL SYLLABLE HEUG,Lo,1,False,False,False
칠,U+CE60,HANGUL SYLLABLE CIL,Lo,1,False,False,False
句,U+53E5,CJK UNIFIED IDEOGRAPH-53E5,Lo,1,False,False,False
圖,U+5716,CJK UNIFIED IDEOGRAPH-5716,Lo,1,False,False,False
٢,U+0662,ARABIC-INDIC DIGIT TWO,Nd,1,False,False,False
٤,U+0664,ARABIC-INDIC DIGIT FOUR,Nd,1,False,False,False
٣,U+0663,ARABIC-INDIC DIGIT THREE,Nd,1,False,False,False
硬,U+786C,CJK UNIFIED IDEOGRAPH-786C,Lo,1,False,False,False
勅,U+52C5,CJK UNIFIED IDEOGRAPH-52C5,Lo,1,False,False,False
詔,U+8A54,CJK UNIFIED IDEOGRAPH-8A54,Lo,1,False,False,False
숭,U+C22D,HANGUL SYLLABLE SUNG,Lo,1,False,False,False
륜,U+B95C,HANGUL SYLLABLE RYUN,Lo,1,False,False,False
静,U+9759,CJK UNIFIED IDEOGRAPH-9759,Lo,1,False,False,False
动,U+52A8,CJK UNIFIED IDEOGRAPH-52A8,Lo,1,False,False,False
觉,U+89C9,CJK UNIFIED IDEOGRAPH-89C9,Lo,1,False,False,False
🕎,U+1F54E,MENORAH WITH NINE BRANCHES,So,1,False,False,False
治,U+6CBB,CJK UNIFIED IDEOGRAPH-6CBB,Lo,1,False,False,False
晉,U+6649,CJK UNIFIED IDEOGRAPH-6649,Lo,1,False,False,False
郞,U+90DE,CJK UNIFIED IDEOGRAPH-90DE,Lo,1,False,False,False
솔,U+C194,HANGUL SYLLABLE SOL,Lo,1,False,False,False
兮,U+516E,CJK UNIFIED IDEOGRAPH-516E,Lo,1,False,False,False
匹,U+5339,CJK UNIFIED IDEOGRAPH-5339,Lo,1,False,False,False
寧,U+5BE7,CJK UNIFIED IDEOGRAPH-5BE7,Lo,1,False,False,False
丕,U+4E15,CJK UNIFIED IDEOGRAPH-4E15,Lo,1,False,False,False
起,U+8D77,CJK UNIFIED IDEOGRAPH-8D77,Lo,1,False,False,False
裂,U+88C2,CJK UNIFIED IDEOGRAPH-88C2,Lo,1,False,False,False
흠,U+D760,HANGUL SYLLABLE HEUM,Lo,1,False,False,False
胤,U+80E4,CJK UNIFIED IDEOGRAPH-80E4,Lo,1,False,False,False
눌,U+B20C,HANGUL SYLLABLE NUL,Lo,1,False,False,False
徒,U+5F92,CJK UNIFIED IDEOGRAPH-5F92,Lo,1,False,False,False
,U+F448,UNNAMED,Co,1,False,False,False
奎,U+594E,CJK UNIFIED IDEOGRAPH-594E,Lo,1,False,False,False
荣,U+8363,CJK UNIFIED IDEOGRAPH-8363,Lo,1,False,False,False
沈,U+6C88,CJK UNIFIED IDEOGRAPH-6C88,Lo,1,False,False,False
絵,U+7D75,CJK UNIFIED IDEOGRAPH-7D75,Lo,1,False,False,False
墨,U+58A8,CJK UNIFIED IDEOGRAPH-58A8,Lo,1,False,False,False
ֽ,U+05BD,HEBREW POINT METEG,Mn,1,False,False,False
Ҡ,U+04A0,CYRILLIC CAPITAL LETTER BASHKIR KA,Lu,1,False,False,False
开,U+5F00,CJK UNIFIED IDEOGRAPH-5F00,Lo,1,False,False,False
探,U+63A2,CJK UNIFIED IDEOGRAPH-63A2,Lo,1,False,False,False
貫,U+8CAB,CJK UNIFIED IDEOGRAPH-8CAB,Lo,1,False,False,False
贞,U+8D1E,CJK UNIFIED IDEOGRAPH-8D1E,Lo,1,False,False,False
素,U+7D20,CJK UNIFIED IDEOGRAPH-7D20,Lo,1,False,False,False
孙,U+5B59,CJK UNIFIED IDEOGRAPH-5B59,Lo,1,False,False,False
张,U+5F20,CJK UNIFIED IDEOGRAPH-5F20,Lo,1,False,False,False
末,U+672B,CJK UNIFIED IDEOGRAPH-672B,Lo,1,False,False,False
程,U+7A0B,CJK UNIFIED IDEOGRAPH-7A0B,Lo,1,False,False,False
过,U+8FC7,CJK UNIFIED IDEOGRAPH-8FC7,Lo,1,False,False,False
ൃ,U+0D43,MALAYALAM VOWEL SIGN VOCALIC R,Mn,1,False,False,False
감,U+AC10,HANGUL SYLLABLE GAM,Lo,1,False,False,False
刑,U+5211,CJK UNIFIED IDEOGRAPH-5211,Lo,1,False,False,False
廳,U+5EF3,CJK UNIFIED IDEOGRAPH-5EF3,Lo,1,False,False,False
盜,U+76DC,CJK UNIFIED IDEOGRAPH-76DC,Lo,1,False,False,False
捕,U+6355,CJK UNIFIED IDEOGRAPH-6355,Lo,1,False,False,False
포,U+D3EC,HANGUL SYLLABLE PO,Lo,1,False,False,False
禮,U+79AE,CJK UNIFIED IDEOGRAPH-79AE,Lo,1,False,False,False
戶,U+6236,CJK UNIFIED IDEOGRAPH-6236,Lo,1,False,False,False
♚,U+265A,BLACK CHESS KING,So,1,False,False,False
♕,U+2655,WHITE CHESS QUEEN,So,1,False,False,False
♢,U+2662,WHITE DIAMOND SUIT,So,1,False,False,False
🟧,U+1F7E7,LARGE ORANGE SQUARE,So,1,False,False,False
🂓,U+1F093,DOMINO TILE VERTICAL-06-06,So,1,False,False,False
밤,U+BC24,HANGUL SYLLABLE BAM,Lo,1,False,False,False
룻,U+B8FB,HANGUL SYLLABLE RUS,Lo,1,False,False,False
Ġ,U+0120,LATIN CAPITAL LETTER G WITH DOT ABOVE,Lu,1,False,False,False
ǎ,U+01CE,LATIN SMALL LETTER A WITH CARON,Ll,1,False,False,False
,U+F0D7,UNNAMED,Co,1,False,False,False
ŝ,U+015D,LATIN SMALL LETTER S WITH CIRCUMFLEX,Ll,1,False,False,False
⠵,U+2835,BRAILLE PATTERN DOTS-1356,So,1,False,False,False
ṟ,U+1E5F,LATIN SMALL LETTER R WITH LINE BELOW,Ll,1,False,False,False
⠻,U+283B,BRAILLE PATTERN DOTS-12456,So,1,False,False,False
⠷,U+2837,BRAILLE PATTERN DOTS-12356,So,1,False,False,False
⠱,U+2831,BRAILLE PATTERN DOTS-156,So,1,False,False,False
⠟,U+281F,BRAILLE PATTERN DOTS-12345,So,1,False,False,False
司,U+53F8,CJK UNIFIED IDEOGRAPH-53F8,Lo,1,False,False,False
限,U+9650,CJK UNIFIED IDEOGRAPH-9650,Lo,1,False,False,False
有,U+6709,CJK UNIFIED IDEOGRAPH-6709,Lo,1,False,False,False
河,U+6CB3,CJK UNIFIED IDEOGRAPH-6CB3,Lo,1,False,False,False
办,U+529E,CJK UNIFIED IDEOGRAPH-529E,Lo,1,False,False,False
决,U+51B3,CJK UNIFIED IDEOGRAPH-51B3,Lo,1,False,False,False
领,U+9886,CJK UNIFIED IDEOGRAPH-9886,Lo,1,False,False,False
统,U+7EDF,CJK UNIFIED IDEOGRAPH-7EDF,Lo,1,False,False,False
系,U+7CFB,CJK UNIFIED IDEOGRAPH-7CFB,Lo,1,False,False,False
力,U+529B,CJK UNIFIED IDEOGRAPH-529B,Lo,1,False,False,False
璃,U+7483,CJK UNIFIED IDEOGRAPH-7483,Lo,1,False,False,False
玻,U+73BB,CJK UNIFIED IDEOGRAPH-73BB,Lo,1,False,False,False
床,U+5E8A,CJK UNIFIED IDEOGRAPH-5E8A,Lo,1,False,False,False
户,U+6237,CJK UNIFIED IDEOGRAPH-6237,Lo,1,False,False,False
ッ,U+30C3,KATAKANA LETTER SMALL TU,Lo,1,False,False,False
豬,U+8C6C,CJK UNIFIED IDEOGRAPH-8C6C,Lo,1,False,False,False
荷,U+8377,CJK UNIFIED IDEOGRAPH-8377,Lo,1,False,False,False
売,U+58F2,CJK UNIFIED IDEOGRAPH-58F2,Lo,1,False,False,False
帯,U+5E2F,CJK UNIFIED IDEOGRAPH-5E2F,Lo,1,False,False,False
息,U+606F,CJK UNIFIED IDEOGRAPH-606F,Lo,1,False,False,False
影,U+5F71,CJK UNIFIED IDEOGRAPH-5F71,Lo,1,False,False,False
费,U+8D39,CJK UNIFIED IDEOGRAPH-8D39,Lo,1,False,False,False
免,U+514D,CJK UNIFIED IDEOGRAPH-514D,Lo,1,False,False,False
站,U+7AD9,CJK UNIFIED IDEOGRAPH-7AD9,Lo,1,False,False,False
黄,U+9EC4,CJK UNIFIED IDEOGRAPH-9EC4,Lo,1,False,False,False
𝜇,U+1D707,MATHEMATICAL ITALIC SMALL MU,Ll,1,False,False,False
查,U+67E5,CJK UNIFIED IDEOGRAPH-67E5,Lo,1,False,False,False
点,U+70B9,CJK UNIFIED IDEOGRAPH-70B9,Lo,1,False,False,False
核,U+6838,CJK UNIFIED IDEOGRAPH-6838,Lo,1,False,False,False
关,U+5173,CJK UNIFIED IDEOGRAPH-5173,Lo,1,False,False,False
储,U+50A8,CJK UNIFIED IDEOGRAPH-50A8,Lo,1,False,False,False
仓,U+4ED3,CJK UNIFIED IDEOGRAPH-4ED3,Lo,1,False,False,False
打,U+6253,CJK UNIFIED IDEOGRAPH-6253,Lo,1,False,False,False
室,U+5BA4,CJK UNIFIED IDEOGRAPH-5BA4,Lo,1,False,False,False
议,U+8BAE,CJK UNIFIED IDEOGRAPH-8BAE,Lo,1,False,False,False
楼,U+697C,CJK UNIFIED IDEOGRAPH-697C,Lo,1,False,False,False
鐘,U+9418,CJK UNIFIED IDEOGRAPH-9418,Lo,1,False,False,False
滴,U+6EF4,CJK UNIFIED IDEOGRAPH-6EF4,Lo,1,False,False,False
硯,U+786F,CJK UNIFIED IDEOGRAPH-786F,Lo,1,False,False,False
甕,U+7515,CJK UNIFIED IDEOGRAPH-7515,Lo,1,False,False,False
瓿,U+74FF,CJK UNIFIED IDEOGRAPH-74FF,Lo,1,False,False,False
甗,U+7517,CJK UNIFIED IDEOGRAPH-7517,Lo,1,False,False,False
卣,U+5363,CJK UNIFIED IDEOGRAPH-5363,Lo,1,False,False,False
尾,U+5C3E,CJK UNIFIED IDEOGRAPH-5C3E,Lo,1,False,False,False
爵,U+7235,CJK UNIFIED IDEOGRAPH-7235,Lo,1,False,False,False
角,U+89D2,CJK UNIFIED IDEOGRAPH-89D2,Lo,1,False,False,False
柱,U+67F1,CJK UNIFIED IDEOGRAPH-67F1,Lo,1,False,False,False
俎,U+4FCE,CJK UNIFIED IDEOGRAPH-4FCE,Lo,1,False,False,False
⌨,U+2328,KEYBOARD,So,1,False,False,False
,U+F061,UNNAMED,Co,1,False,False,False
观,U+89C2,CJK UNIFIED IDEOGRAPH-89C2,Lo,1,False,False,False
线,U+7EBF,CJK UNIFIED IDEOGRAPH-7EBF,Lo,1,False,False,False
💩,U+1F4A9,PILE OF POO,So,1,False,False,False
卜,U+535C,CJK UNIFIED IDEOGRAPH-535C,Lo,1,False,False,False
崇,U+5D07,CJK UNIFIED IDEOGRAPH-5D07,Lo,1,False,False,False
